NAZIV PROIZVODA,ŠIFRA PROIZVODA,MARKA PROIZVODA,NETO KOLIČINA,JEDINICA MJERE,MALOPRODAJNA CIJENA,CIJENA ZA JEDINICU MJERE,MPC ZA VRIJEME POSEBNOG OBLIKA PRODAJE,NAJNIŽA CIJENA U POSLJEDNIH 30 DANA,SIDRENA CIJENA NA 2.5.2025,BARKOD,KATEGORIJA PROIZVODA
GEL TUŠ L'ANGELICA ARGAN 500ml,90341637,L ANGELICA,0.50 l,ko,4.09,8.18,,,4.09,8017331077122,KOZMETIKA
MAJONEZA K PLUS 85g VREĆ,90341985,K PLUS,0.09 kg,ko,0.75,8.82,,,0.83,3850334341426,HRANA
MLIJEKO ALPSKO BEZ LAK 3.5% 1L DUKAT,90342096,LJUBLJ.MLEK.,1.00 l,ko,2.75,2.75,,,2.75,3838800059709,HRANA
VANILIN KIFILICE 400g VOPEX,90342157,PEKARNA JURE,0.40 kg,ko,3.59,8.98,,,3.59,3830056440348,HRANA
KOLAČ LINCER 400g VOPEX,90342163,PEKARNA JURE,0.40 kg,ko,3.69,9.23,,,3.69,3830042310945,HRANA
KREKER SLANI 80g ELEPHANT,90342947,ELEPHANT,0.08 kg,ko,1.25,15.63,,,1.25,5949040201044,HRANA
KREKER SEZAM 80g ELEPHANT,90343005,ELEPHANT,0.08 kg,ko,1.25,15.63,,,1.25,5949040201068,HRANA
VREĆICA ZAMR HD 3L 38/1 F&P,90344726,FRESH&PACK,38.01 ko,ko,1.05,0.03,,,1.05,3850334009685,PROIZVODI ZA KUĆANSTVO
PAPRIKE CHERRY PUNJE SIR 210/110G MEGGLE,90344951,MEGGLE,0.11 kg,ko,5.29,48.09,,,5.29,8606108738801,HRANA
PUREĆI FILE OD PRSA 750g,90345139,VINDON,0.75 kg,ko,14.19,18.92,,,14.19,3850339402597,HRANA
ULJE MASLIN EX DJEV 0.25L OL ISTRIA,90346264,OL ISTRIA,0.25 l,ko,11.59,46.36,,,10.59,3858881192485,HRANA
ULJE MASLIN EX DJEV 0.5L OL ISTRIA,90346270,OL ISTRIA,0.50 l,ko,19.79,39.58,,,17.99,3858881192706,HRANA
KRUH SELJAČKI PAK 600g BRIOŠ,90349185,BRIOŠ,0.60 kg,ko,2.29,3.82,,,2.29,3859894260369,HRANA
KREMA BAD ZA UČVRŠĆ ZUBI REG 47g,90351063,BLEND-A-DENT,0.05 kg,ko,6.59,140.21,,,6.59,8001841900483,KOZMETIKA
MARGARIN 60% K PLUS 250g,90352815,K PLUS,0.25 kg,ko,0.7,2.8,,,0.97,3850334268532,HRANA
KEKS MOTO KAKAO 4/1 192g,90352908,MOTO,0.19 kg,ko,2.49,12.97,,,1.79,3850102522880,HRANA
JOGURT VOĆ MIX 150g DUKAT,90354070,DUKAT,0.15 kg,ko,0.67,4.47,,,0.67,3850354012429,HRANA
ODREZAK PIL I PUR MESO SA ŠPINATOM 440g,90354096,AIA,0.44 kg,ko,2.99,6.79,,,3.89,8008110013417,HRANA
SIR POLU CHEDDAR MATURE 200g,90354118,PRESIDENT,0.20 kg,ko,5.39,26.95,,,5.39,5017838821658,HRANA
JADRANSKA KOZICA OČIŠĆENA 250g,90356833,ADRIA MARE,0.25 kg,ko,8.19,32.76,,,8.19,3856023602366,HRANA
KEKS PIŠKOTE DULCETTI 400g,90356870,DULCETTI,0.40 kg,ko,1.75,4.38,,,1.75,3838900842331,HRANA
DEO OLD SPICE WHITEWATER 150ml,90360003,OLD SPICE,0.15 l,ko,6.19,41.27,,,6.19,4084500479821,KOZMETIKA
CROISSANT 7DAYS MIDI VAN COOKIES 60g,90360278,CHIPITA,0.06 kg,ko,1.05,17.5,,,1.05,7622201391614,HRANA
CROISSANT 7DAYS MIDI LJEŠNJAK COOKIE 60g,90360281,CHIPITA,0.06 kg,ko,1.05,17.5,,,1.05,7622201392055,HRANA
SLAD GELATISSIMO BOURBON VANIL 2.4l,90360361,GELATISSIMO,2.40 l,ko,5.59,2.33,,,5.59,3850334433787,HRANA
MLIJEKO OLEA SPF15 200ml,90360460,OLEA,0.20 l,ko,6.49,32.45,,,6.49,3850334153722,KOZMETIKA
MLIJEKO OLEA SPF20 200ml,90360474,OLEA,0.20 l,ko,6.89,34.45,,,6.89,3850334153746,KOZMETIKA
MLIJEKO OLEA SPF30 200ml,90360478,OLEA,0.20 l,ko,7.49,37.45,,,7.49,3850334153760,KOZMETIKA
MLIJEKO OLEA POSLIJE SUN 200ml,90360482,OLEA,0.20 l,ko,3.69,18.45,,,3.69,3850334153791,KOZMETIKA
ULJE OLEA SPF6 SPRAY 200ml,90360488,OLEA,0.20 l,ko,7.49,37.45,,,7.49,3850334153814,KOZMETIKA
MLIJEKO OLEA SPF15 SPRAY 200ml,90360495,OLEA,0.20 l,ko,7.49,37.45,,,7.49,3850334153838,KOZMETIKA
MLIJEKO OLEA SPF30 SPRAY 200 ml,90360508,OLEA,0.20 l,ko,8.09,40.45,,,8.09,3850334153852,KOZMETIKA
MLIJEKO OLEA DJ F30 SPRAY 200ml,90360513,OLEA,0.20 l,ko,9.99,49.95,,,9.99,3850334153876,KOZMETIKA
MLIJEKO OLEA DJEČJ SPF50 200ml,90360515,OLEA,0.20 l,ko,8.69,43.45,,,8.69,3850334153890,KOZMETIKA
SLAD LINO LADA 90ml LEDO,90360675,LEDO,0.09 l,ko,2.45,27.22,,,2.45,3850116007328,HRANA
AFRODITA SUN CARE PEKMEZ FAST TANING 200ml,90360768,AFRODITA,0.20 l,ko,18.79,93.95,,,18.79,3831070652601,KOZMETIKA
SUN TEKUĆI KRALJEVSKI PEKMEZ BIOBAZA 250ml,90360814,BIOBAZA,0.25 l,ko,17.39,69.56,,,17.39,3856020903824,KOZMETIKA
PEL PAMPERS PREMIUM JP S4 68/1,90360921,PAMPERS,68.03 ko,ko,31.99,0.47,,,31.99,8001841104959,TOALETNE POTREPŠTINE
PEL PAMPERS PREMIUM JP S5 58/1,90360926,PAMPERS,58.01 ko,ko,31.99,0.55,,,31.99,8001841104997,TOALETNE POTREPŠTINE
PIVO PAN ZLATNI 2 L PET,90360967,PAN,2.00 l,ko,4.29,2.15,,,4.29,3858887580675,PIĆE
NEG PIĆE FUZE TEA ZERO PASFRT 1.5L,90361045,FUZETEA,1.50 l,ko,2.25,1.5,,,2.19,5449000269478,PIĆE
LEDENI ČAJ FUZE TEA ZERO PASFRT 0.5l,90361073,FUZETEA,0.50 l,ko,1.55,3.1,,,1.55,5449000269461,PIĆE
GAZ PIĆE FANTA ORANGE ZERO 0.5L PET,90361106,FANTA,0.50 l,ko,1.49,2.98,,,1.45,5449000139382,PIĆE
GAZ PIĆE FANTA ORANGE 0.33L,90361114,FANTA,0.33 l,ko,1.35,4.09,,,1.35,5449000322241,PIĆE
ČEŠNJOVKA 300g VAK,90361687,PIK,0.30 kg,ko,5.59,18.63,,,5.59,3850139180046,HRANA
MLIJEKO BEZ LAKTOZE 2.8% 0.2L VINDIJA,90361910,Z BREGOV,0.20 l,ko,0.73,3.65,,,0.73,3850108023558,HRANA
ŠUNKA KUHANA NAR 110g NEGRONI,90362490,NEGRONI,0.11 kg,ko,3.89,35.36,,,3.69,8028257011497,HRANA
PRŠUT PARMA NAR 80g NEGRONI,90362493,NEGRONI,0.08 kg,ko,5.59,69.88,,,5.39,8028257008312,HRANA
SALAMA MILANO NAR 100g NEGRONI,90362497,NEGRONI,0.10 kg,ko,4.19,41.9,,,4.09,8028257008244,HRANA
MORTADELA STELLA NAR 100g NEGRONI,90362499,NEGRONI,0.10 kg,ko,2.85,28.5,,,2.75,8028257011473,HRANA
KAVA DOLCE GUSTO ESPRESS INT 16/1 112g,90362604,DOLCE GUSTO,0.11 kg,ko,8.09,72.23,,,8.09,7613036867436,HRANA
PEDIGREE SCHMACKOS 86g,90362669,PEDIGREE,0.09 kg,ko,2.75,31.98,,,2.75,5010394004435,PROIZVODI ZA KUĆANSTVO
SIMPLY VENUS3 MULTICOL JEDNOKR BRIJAČI 6kom,90362777,VENUS,6.00 ko,ko,9.29,1.55,,,9.29,7702018426201,KOZMETIKA
NAMAZ KIKIRIKI MASLAC K PLUS 350g,90362818,K PLUS,0.35 kg,ko,3.69,10.54,,,3.69,3850334153913,HRANA
GAZ PIĆE COCKTA FREE 1.5L,90362860,COCKTA,1.50 l,ko,2.35,1.57,,,2.19,3838471037037,PIĆE
PILEĆI RAŽNJIĆI 400g,90363035,PIKNIK,0.40 kg,ko,6.49,16.23,,,6.49,3838977035131,HRANA
KAVA FRANCK COFFEE&GO ORIG 9g,90363398,FRANCK,0.01 kg,ko,0.57,63.33,,,0.39,3850291049281,HRANA
PARIZER PILEĆI JELI 350g,90363408,JELI,0.35 kg,ko,2.25,6.43,,,2.25,3858881224124,HRANA
KRUH KALNIČKI 600g MLINAR,90363457,MLINAR,0.60 kg,ko,2.35,3.92,,,2.35,3858881121706,HRANA
KRUH KALNIČKI PAK 600g MLINAR,90363458,MLINAR,0.60 kg,ko,2.55,4.25,,,2.55,3858881127371,HRANA
ČETKICA ELMEX UL SOFT SINGLE,90363666,ELMEX,1.00 ko,ko,6.79,6.79,,,6.49,8718951187658,KOZMETIKA
SLAD LEDO M6 BOX KORNET 660ML,90363675,LEDO,0.66 l,ko,6.09,9.23,,,6.09,3850116008622,HRANA
KIKIRIKI LJUSKA G GOOD SUHO PRŽ 400g,90363718,GARDEN GOOD,0.40 kg,ko,2.85,7.13,,,2.75,3838900956977,HRANA
BRUSNICA GARDEN GOOD SUHA 180g,90363722,GARDEN GOOD,0.18 kg,ko,2.75,15.28,,,2.09,3838900956984,HRANA
GRAH GARDEN GOOD ŠARENI 500g,90363732,GARDEN GOOD,0.50 kg,ko,2.25,4.5,,,2.25,3838900957028,HRANA
ĐUMBIR KOCKA GARDEN GOOD 180g,90363737,GARDEN GOOD,0.18 kg,ko,2.49,13.83,,,2.49,3838900958469,HRANA
KUKURUZ KOKIČAR GARDEN GOOD 400g,90363739,GARDEN GOOD,0.40 kg,ko,1.09,2.73,,,1.09,3838900958728,HRANA
LEĆA GARDEN GOOD ZELENA 500g,90363742,GARDEN GOOD,0.50 kg,ko,1.99,3.98,,,1.99,3838900957103,HRANA
BADEM JEZGRA GARDEN GOOD 180g,90363749,GARDEN GOOD,0.18 kg,ko,3.39,18.83,,,2.29,3838900957059,HRANA
MARELICA GARDEN GOOD SUHA 180g,90363751,GARDEN GOOD,0.18 kg,ko,3.09,17.17,,,3.09,3838900958483,HRANA
BRUSNICA ORAH IND GARD GOOD MIX 180g,90363753,GARDEN GOOD,0.18 kg,ko,3.59,19.94,,,2.89,3838900958490,HRANA
STUDENTSKI MIX GARDEN GOOD 180g,90363755,GARDEN GOOD,0.18 kg,ko,3.99,22.17,,,3.39,3838900958506,HRANA
ORAH JEZGRA GARDEN GOOD 150g,90363758,GARDEN GOOD,0.15 kg,ko,2.25,15,,,2.25,3838900958544,HRANA
GROŽĐICA GARDEN GOOD SUHA 180g,90363768,GARDEN GOOD,0.18 kg,ko,1.59,8.83,,,1.35,3838900958551,HRANA
BUNDEVA JEZGRA SJEM GARDEN GOOD 150g,90363770,GARDEN GOOD,0.15 kg,ko,1.85,12.33,,,1.75,3838900956892,HRANA
STUDENTSKI MIX GARD GOOD SLANI 180g,90363779,GARDEN GOOD,0.18 kg,ko,2.85,15.83,,,2.25,3838900958568,HRANA
KIKIRIKI GARD GOOD SUH PRŽ NESL 180g,90363782,GARDEN GOOD,0.18 kg,ko,1.55,8.61,,,1.49,3838900802434,HRANA
PISTACIO SUHO PRŽ SL HRUSTY 200g,90363787,HRUSTY,0.20 kg,ko,5.69,28.45,,,4.99,3850334154187,HRANA
SOK OD LIMUNA 200ml LIMMI,90363807,LIMMI,0.20 l,ko,1.75,8.75,,,1.75,8020542111134,HRANA
VODA FUNKC JANA VIT REFRESH 0.5L,90363930,JANA,0.50 l,ko,1.49,2.98,,,1.49,3858890874570,PIĆE
ŠLJIVA GARDEN GOOD SUHA B/K 200g,90363933,GARDEN GOOD,0.20 kg,ko,1.99,9.95,,,1.85,3838900807859,HRANA
ŠLJIVA GG SUHA SOFT BEZ KONZ BK 200g,90363941,GARDEN GOOD,0.20 kg,ko,2.09,10.45,,,2.09,3838900807873,HRANA
MIX NES 3U1 SMEĐI ŠEĆER 16.5g,90364080,NESCAFE,0.02 kg,ko,0.37,22.42,,,0.37,5941017016415,HRANA
MIX NES CL 2U1 8g,90364103,NESCAFE,0.01 kg,ko,0.37,46.25,,,0.37,59945345,HRANA
VREĆICE ZA LED KOCKICE FINO 240/1,90364682,FINO,240.39 ko,ko,1.55,0.01,,,1.55,5201314981022,PROIZVODI ZA KUĆANSTVO
KRUH KALUPINO PAK 500g BRIONKA,90364950,BRIONKA,0.50 kg,ko,2.19,4.38,,,2.19,3858883007268,HRANA
KRUH KALUP PAK 600g BRIOŠ,90364951,BRIOŠ,0.60 kg,ko,2.25,3.75,,,2.25,3859894260116,HRANA
KRUH CVIJET PAK 500g BRIOŠ,90364954,BRIOŠ,0.50 kg,ko,2.19,4.38,,,2.19,3859894260079,HRANA
PRŠUT NAREZAK 200g PIVAC,90364988,PIVAC,0.20 kg,ko,7.69,38.45,,,5.79,3858884994765,HRANA
VODA DEST DAX 1L ISKRA,90365059,DAX,1.00 l,ko,0.87,0.87,,,0.87,3850334183415,SREDSTVA ZA ČIŠĆENJE
KOLAČ OBLATNE S KREMOM 270g,90365068,GRANNY VIKKY,0.27 kg,ko,4.69,17.37,,,3.99,3859889660204,HRANA
GIN SAX ORIGINAL  0.7L,90365070,SAX,0.70 l,ko,14.79,21.13,,,14.79,3850112142894,PIĆE
VODKA VIGOR ORIGINAL 0.7L,90365090,VIGOR,0.70 l,ko,10.99,15.7,,,10.99,3850112142115,PIĆE
VODKA VIGOR ORIGINAL 1L,90365094,VIGOR,1.00 l,ko,14.79,14.79,,,14.79,3850112142993,PIĆE
DET LIKVI ULTRA FRESH 450ml,90365160,LIKVI,0.45 l,ko,1.65,3.67,,,1.39,3850105170101,SREDSTVA ZA ČIŠĆENJE
PECIVO HOT DOG 4/1 250g EMMECI,90365875,EMMECI PANE,0.25 kg,ko,1.65,6.6,,,1.65,8033928830147,HRANA
PECIVO HAMB SEZAM 6/1 300g EMMECI,90365880,EMMECI PANE,0.30 kg,ko,1.65,5.5,,,1.65,8033928830239,HRANA
PITA S JABUKAMA 500g K PLUS,90366020,K PLUS,0.50 kg,ko,4.99,9.98,,,4.99,3850334189233,HRANA
SOK 100% JABUKA 1L ČEP,90366067,VINDI,1.00 l,ko,2.49,2.49,,,2.49,3850108076776,PIĆE
JUHA KREM OD GLJIVA 20g FINI MINI,90369850,FINI MINI,0.02 kg,ko,0.99,49.5,,,0.99,3856020230982,HRANA
JOGURT Z BREGOV TTOP 2.8% 200g,90370119,Z BREGOV,0.20 kg,ko,0.49,2.45,,,0.49,3850108032505,HRANA
LIGNJA PATAGONICA CIJELA 500g WOFCO,90370513,WOFCO,0.50 kg,ko,9.09,18.18,,,9.09,8436565910461,HRANA
BUĐOLA NAREZAK 80g MA PIK,90370525,PIK VRBOVEC,0.08 kg,ko,3.39,42.38,,,3.39,3850139181173,HRANA
SIR TVRDI KRAVLJI 1/4 DŽIUGAS,90370541,DŽIUGAS,1.00 kg,kg,16.59,16.59,,,16.59,,HRANA
VODA FUNKC JANA VIT REFRESH 1.5L,90373162,JANA,1.50 l,ko,2.25,1.5,,,2.25,3858890874686,PIĆE
BOMBON KAR KIKI TUTTI FRUTTI 100g,90373544,KIKI,0.10 kg,ko,1.59,15.9,,,1.59,3850102516704,HRANA
BOMBON KAR KIKI PLUS C 100g,90373546,KIKI,0.10 kg,ko,1.59,15.9,,,1.59,3850102005871,HRANA
ORAH INDIJSKI GARDEN GOOD 180g,90377248,GARDEN GOOD,0.18 kg,ko,2.59,14.39,,,2.59,3838900958537,HRANA
KEKS NUTELLA BISCUITS 304g,90377751,FERRERO,0.30 kg,ko,5.99,19.7,,,5.49,8000500310427,HRANA
PISTACIO VEDRINI 150g,90377883,VEDRINI,0.15 kg,ko,5.39,35.9,,,4.39,3858889332265,HRANA
PUREĆI KOTLET MINIPAK CCA 500g,90377918,VINDON,1.00 kg,kg,14.79,14.79,,,14.79,3850339402900,HRANA
SLAD PLAZMA SENDVIČ 129ml LEDO,90378017,LEDO,0.13 l,ko,2.59,20.08,,,2.45,3850116033983,HRANA
MJEŠAVINA QUINOA 400g LEDO,90378067,LEDO,0.40 kg,ko,3.59,8.98,,,3.59,3850116034041,HRANA
SIR TVRDI CLASSIC MIX NA PODL 100g,90380124,PAŠKA SIRANA,0.10 kg,ko,4.39,43.9,,,3.89,3859892884697,HRANA
LIKER AMARO 18 ISOLABELLA 0.7L,90380510,AMARO 18,0.70 l,ko,14.59,20.84,,,14.59,8001110017034,PIĆE
LIKER CAMPARI 0.7L,90380765,CAMPARI,0.70 l,ko,24.99,35.7,,,24.99,8000040001106,PIĆE
PECIVO VIŠEZRNATO S POSIPOM 120g BRIONKA,90381160,BRIONKA,0.12 kg,ko,0.89,7.42,,,0.89,3858883006889,HRANA
KRUH BANANA PAK 500g BRIONKA,90381163,BRIONKA,0.50 kg,ko,2.25,4.5,,,2.25,3858892200377,HRANA
MLIJEKO UHT 0.9% MM 1L TE,90381451,Z BREGOV,1.00 l,ko,1.95,1.95,,,1.95,3850108021592,HRANA
MLIJEKO UHT 2.8% MM 1L TE,90381469,Z BREGOV,1.00 l,ko,1.02,1.02,,,1.02,3850108020908,HRANA
KEKS BELVITA SOFT PUNJ ČOK 250g,90381682,BELVITA,0.25 kg,ko,4.19,16.76,,,4.19,7622210591203,HRANA
DESERT KINDER CHOCO FRESH T2X12 41g,90381916,FERRERO,0.04 kg,ko,1.59,38.78,,,1.49,8000500328545,HRANA
GAZ PIĆE SKY COLA ZERO 2L,90382323,SKY,2.00 l,ko,2.25,1.13,,,2.25,3875000181656,PIĆE
NAPITAK POWERADE CITRUS 0.5L,90382417,POWERADE,0.50 l,ko,2.05,4.1,,,2.05,54492806,PIĆE
PIVO OŽUJSKO 4X0.5L SUPER PONUDA,90382578,OŽUJSKO,2.00 l,ko,6.89,3.45,,,6.69,3850131986011,PIĆE
DESERT RIŽA NA MLIJEKU 200g,90382640,ZOTT,0.20 kg,ko,1.09,5.45,,,1.05,4014500516950,HRANA
ORADA LL SVJ PAK KONZUM,90382778,KONZUM,1.00 kg,kg,15.79,15.79,,,13.19,,HRANA
KREMŠNITA 2/1 PAK 280g MLINAR,90382875,MLINAR,0.28 kg,ko,5.39,19.25,,,4.39,3858889892400,HRANA
VL MARAMICE PAMPERS SENSTI 80/1,90385486,PAMPERS,80.00 ko,ko,3.09,0.04,,,3.09,8001841041421,TOALETNE POTREPŠTINE
KOLAČI MIKS 400g K PLUS,90385617,K PLUS,0.40 kg,ko,5.29,13.23,,,5.29,3850334189585,HRANA
PITA SIRNICA JAMI 900g,90385922,JAMI,0.90 kg,ko,5.19,5.77,,,4.89,3871832018207,HRANA
KUGLOF S JOGURTOM 400g GECCHELE,90385951,GECCHELE,0.40 kg,ko,4.49,11.23,,,4.49,8015854021288,HRANA
ALU FOLIJA FINO 10M,90388278,FINO,10.00 m,ko,3.29,0.33,,,3.29,5900536352046,PROIZVODI ZA KUĆANSTVO
MEDALJONI OD PIL/PUR MESA 430g,90389403,AIA,0.43 kg,ko,3.89,9.05,,,3.89,8008110016395,HRANA
PUDING PROTEIN ČOK 180g VINDIJA,90389420,VINDIJA,0.18 kg,ko,1.59,8.83,,,1.59,3850108040913,HRANA
PUDING PROTEIN VAN 180g VINDIJA,90389423,VINDIJA,0.18 kg,ko,1.59,8.83,,,1.59,3850108040906,HRANA
PALENTA INSTANT 450g ŠAFRAM,90391189,ŠAFRAM,0.45 kg,ko,0.85,1.89,,,0.85,3859890104001,HRANA
NAPITAK HELL ENERGY 0.5l,90391958,HELL,0.50 l,ko,2.15,4.3,,,2.15,5999884034209,PIĆE
KULENOVA SEKA NAR 80G GAVRILOVIĆ,90392398,GAVRILOVIĆ,0.08 kg,ko,2.95,36.88,,,2.95,3858890206463,HRANA
SIR TVRDI MIJEŠANI 230G ŠPIN,90392429,ŠPIN,0.25 kg,ko,10.39,41.56,,,9.99,3858881196551,HRANA
ULJE MASLIN EX DJ TRAD 0.25L ORGULA,90395643,ORGULA,0.25 l,ko,4.79,19.16,,,5.39,3859890446026,HRANA
KIKIRIKI VREĆ 250g FRANCK,90396642,CHIO,0.25 kg,ko,3.39,13.56,,,3.39,3856021302190,HRANA
KEKS BELVITA ČOKOLADA 225g,90400379,BELVITA,0.23 kg,ko,2.69,11.96,,,2.69,7622210899316,HRANA
KEKS BELVITA LJEŠNJAK MED 225g,90400381,BELVITA,0.23 kg,ko,3.39,15.07,,,3.39,7622210899255,HRANA
TORTELLINI RICCOTA ŠPINAT 250g NAŠE K,90400510,AURELIA,0.25 kg,ko,3.59,14.36,,,3.59,3859892780692,HRANA
PRŠUT DALM NAR 100g BARIĆ,90400848,BARIĆ,0.10 kg,ko,4.99,49.9,,,4.59,3859892323097,HRANA
DVOPEK CLASSIC 320g MLINAR,90400859,MLINAR,0.32 kg,ko,2.99,9.34,,,2.99,3858881120891,HRANA
DVOPEK INTEGRALNI 320g MLINAR,90400862,MLINAR,0.32 kg,ko,2.99,9.34,,,2.99,3858881120792,HRANA
KEKS FINESSE  ZLATNI KOLUTIĆI 400g,90400935,FINESSE,0.40 kg,ko,2.25,5.63,,,2.25,3850334152732,HRANA
NAPITAK SOJA ORGINAL 1L ALPRO,90401360,ALPRO,1.00 l,ko,3.79,3.79,,,3.79,5411188543381,HRANA
ŠTAPIĆI HRUSTY KIKIRIKI 200G,90401871,HRUSTY,0.20 kg,ko,1.25,6.25,,,1.25,3850334055248,HRANA
BRIJAČ GILL BLUE3  6+2KOM LIGA PRVAKA,90402225,GILLETTE,8.00 ko,ko,10.98,1.37,,,10.98,7702018531783,KOZMETIKA
PIVO OŽUJSKO 6x0.50l LIM,90402959,OŽUJSKO,3.00 l,ko,9.99,3.33,,,9.59,3850131005682,PIĆE
PIVO KARLOVAČKO LAGER 2l,90403527,KARLOVAČKO,2.00 l,ko,4.69,2.35,,,4.59,3850103902162,PIĆE
CIDER STARI LISAC 0.5 L LIM,90403541,STARI LISAC,0.50 l,ko,1.99,3.98,,,1.95,3850103902117,PIĆE
CIDER SOMERSBY LUBENICA 0.5L LIM,90403573,SOMERSBY,0.50 l,ko,2.25,4.5,,,2.25,3858887583393,PIĆE
PIVO ISTARSKO GOLD 0.33l NB,90403679,ISTARSKO,0.33 l,ko,1.79,5.42,,,1.79,3850172202095,PIĆE
PIVO ISTARSKO MUŠKAT 0.33l NB,90403686,ISTARSKO,0.33 l,ko,1.79,5.42,,,1.79,3850172202637,PIĆE
KOLAČ BROWNIE 75g JAFFA,90403864,JAFFA,0.08 kg,ko,1.25,16.67,,,1.25,8600114009160,HRANA
FLIPS POM BAR PAPRIKA 50g,90404064,POM BAR,0.05 kg,ko,1.49,29.8,,,1.49,3856021302732,HRANA
COCKTAIL GORBAT RTD SEXON 0.33L,90404605,GORBATSCHOW,0.33 l,ko,3.59,10.88,,,3.59,4003310017474,PIĆE
FLIPS POM BAR ORIGINAL 50g,90404630,POM BAR,0.05 kg,ko,1.49,29.8,,,1.49,3856021302718,HRANA
COCKTAIL RTD BEEFEATER PINK GIN 0.25L,90404659,BEEFEATER,0.25 l,ko,3.19,12.76,,,3.09,5000299618448,PIĆE
COCKTAIL RTD BEEFEATER GIN&TON 0.25L,90404684,BEEFEATER,0.25 l,ko,3.19,12.76,,,3.09,5000299618431,PIĆE
NAPITAK PROTEIN ČOK KIK MASL UHT 0.5L VINDIJA,90404989,Z BREGOV,0.50 l,ko,3.09,6.18,,,3.09,3850108023688,HRANA
GURMANSKA MJEŠAVINA 150 grama,90405027,KORA,0.15 kg,ko,1.79,11.92,,,1.55,3858893250531,HRANA
MAJONEZA TUBA KETCH MAJON 165g ZVIJEZDA,90405154,ZVIJEZDA,0.17 kg,ko,3.09,18.73,,,2.99,3856015321275,HRANA
ISTARSKA KOBASICA 200g HISTRIS,90405195,HISTRIS,0.20 kg,ko,9.09,45.45,,,7.39,3859893167379,HRANA
ISTARSKA KOBASICA S TARTUF 200g HISTRIS,90405201,HISTRIS,0.20 kg,ko,11.59,57.95,,,9.59,3859893167447,HRANA
OMBOLO SUHI 80g HISTRIS,90405214,HISTRIS,0.08 kg,ko,4.79,59.88,,,4.39,3859893167102,HRANA
PANCETA ISTARSKA 80g HISTRIS,90405216,HISTRIS,0.08 kg,ko,4.19,52.38,,,3.79,3859893167249,HRANA
CEDEVITA FRESH NARANČA 0.34L,90405338,CEDEVITA,0.34 l,ko,1.49,4.38,,,1.45,3850322013366,PIĆE
CEDEVITA FRESH LIMUN 0.34L,90405340,CEDEVITA,0.34 l,ko,1.49,4.38,,,1.45,3850322013380,PIĆE
CORNFLAKES SANTE 500g VR,90405577,SANTE,0.50 kg,ko,3.49,6.98,,,2.19,5900617031457,HRANA
SNACK OD SIRA SA ZAČ AZUR OBALE 100g,90405660,ILE DE FRANCE,0.10 kg,ko,4.79,47.9,,,4.79,3480341002692,HRANA
KRUH ISTARSKI PAK 600g PIK RIJEKA,90405726,PIK RIJEKA,0.60 kg,ko,2.09,3.48,,,1.89,3850135221521,HRANA
SOK NARANČA 100% MINUTE 1L,90405741,MINUTE,1.00 l,ko,4.29,4.29,,,4.29,3838900949092,PIĆE
PRŠUT NAREZAK 250g PISINIUM,90405848,PISINIUM,0.25 kg,ko,10.39,41.56,,,9.59,3858884937335,HRANA
ZAČINSKO BILJE DALMATI 14g VR KOTANY,90405941,KOTANYI,0.01 kg,ko,1.45,103.57,,,1.45,9001414218037,HRANA
SLAD BEN & JERRY COOKIE DOUGH 465ml,90406108,BEN & JERRY'S,0.47 l,ko,10.99,23.63,,,10.99,8711327373105,HRANA
SLAD BEN & JERRY HALF BAKED 465ml,90406111,BEN & JERRY'S,0.47 l,ko,10.99,23.63,,,10.99,8711327371002,HRANA
LOSION NIV SUN SENS POS SUN 175ml,90406381,NIVEA,0.18 l,ko,13.79,78.8,,,13.79,4005900702630,KOZMETIKA
PECIVO SA SJEMENKAMA 5/1 250g MLINAR,90406410,MLINAR,0.25 kg,ko,1.85,7.4,,,1.45,3858881126046,HRANA
ŽEMLJA 5/1 300g MLINAR,90406411,MLINAR,0.30 kg,ko,1.85,6.17,,,1.45,3858881126473,HRANA
PECIVO BIJELO 5/1 250g MLINAR,90406415,MLINAR,0.25 kg,ko,1.85,7.4,,,1.45,3858881122741,HRANA
UMAK BOLOGNESE MINUTE 400g,90406504,MINUTE,0.40 kg,ko,2.85,7.13,,,2.85,3850334130273,HRANA
UMAK BASILICO MINUTE 400g,90406516,MINUTE,0.40 kg,ko,2.85,7.13,,,2.85,3850334130518,HRANA
KRUMPIROVI ŠTAP POMSTICKS PAPRIKA 85g,90406649,LORENZ,0.09 kg,ko,2.75,32.35,,,2.49,4018077821790,HRANA
KAŠICA FRUTEK PIŠKOTI JAB 100g,90406813,FRUTEK,0.10 kg,ko,1.65,16.5,,,1.65,3838945038003,HRANA
VODA MINERALNA SARA 1.5L,90406990,SARA,1.50 l,ko,0.95,0.63,,,0.95,3875000181779,PIĆE
PIĆE NEGAZ ALOE V LOTTE GROŽĐE 0.5L,90407095,LOTTE,0.50 l,ko,2.19,4.38,,,2.19,8801056039660,PIĆE
PIĆE NEGAZ ALOE V LOTTE NATUR 0.5L,90407096,LOTTE,0.50 l,ko,2.19,4.38,,,2.19,8801056091712,PIĆE
JAJA SVJ M 10/1 SLOBODNI UZGOJ POROPAT,90407527,POROPAT,10.00 ko,ko,4.19,0.42,,,4.19,3859892208066,HRANA
