ID naselja,Naziv naselja,Eksterni ID naselja,ID općine,Naziv općine,Eksterni ID općine,ID županije,Naziv županije,Eksterni ID županije
19,Ada,19,6149,Šodolovci,6149,14,Osječko-baranjska,14
27,Adamovec,27,1333,Grad Zagreb,1333,22,Grad Zagreb,22
35,Adžamovci,35,3727,Rešetari,3727,12,Brodsko-posavska,12
43,Alaginci,43,3514,Požega,3514,11,Požeško-slavonska,11
51,Alan,51,3875,Senj,3875,9,Ličko-senjska,9
78,Aleksandrovac,78,4758,Velika,4758,11,Požeško-slavonska,11
86,Aleksinica,86,1309,Gospić,1309,9,Ličko-senjska,9
94,Alilovci,94,1775,Kaptol,1775,11,Požeško-slavonska,11
108,Aljmaš,108,1104,Erdut,1104,14,Osječko-baranjska,14
116,Amatovci,116,353,Brestovac,353,11,Požeško-slavonska,11
124,Andigola,124,639,Čazma,639,7,Bjelovarsko-bilogorska,7
132,Andraševec,132,3115,Oroslavje,3115,2,Krapinsko-zagorska,2
159,Andrijaševci,159,19,Andrijaševci,19,16,Vukovarsko-srijemska,16
35041,Andrijevac,35041,2054,Koška,2054,14,Osječko-baranjska,14
167,Andrilovec,167,1015,Dugo Selo,1015,1,Zagrebačka,1
175,Antenal,175,2917,Novigrad - Istarska ž.,2917,18,Istarska,18
183,Antin,183,4588,Tordinci,4588,16,Vukovarsko-srijemska,16
191,Antolovec,191,2275,Legrad,2275,6,Koprivničko-križevačka,6
205,Anton,205,2739,Mošćenička Draga,2739,8,Primorsko-goranska,8
213,Antonci,213,1384,Grožnjan,1384,18,Istarska,18
221,Antonci,221,3484,Poreč,3484,18,Istarska,18
230,Antovo,230,4880,Vinodolska Općina,4880,8,Primorsko-goranska,8
248,Antunovac,248,27,Antunovac,27,14,Osječko-baranjska,14
256,Antunovac,256,2313,Lipik,2313,11,Požeško-slavonska,11
76606,Antunovac,76591,4758,Velika,4758,11,Požeško-slavonska,11
264,Anžići,264,4979,Višnjan,4979,18,Istarska,18
272,Apatija,272,2445,Ludbreg,2445,5,Varaždinska,5
299,Apatovec,299,2143,Križevci,2143,6,Koprivničko-križevačka,6
302,Apševci,302,2950,Nijemci,2950,16,Vukovarsko-srijemska,16
329,Arapovac,329,4006,Slunj,4006,4,Karlovačka,4
337,Arbanija,337,4634,Trogir,4634,17,Splitsko-dalmatinska,17
345,Aržano,345,507,Cista Provo,507,17,Splitsko-dalmatinska,17
353,Ašikovci,353,3344,Pleternica,3344,11,Požeško-slavonska,11
361,Auguštanovec,361,5444,Pokupsko,5444,1,Zagrebačka,1
396,Babići,396,5975,Kaštelir - Labinci,5975,18,Istarska,18
388,Babići,388,4685,Umag,4685,18,Istarska,18
400,Babina Greda,400,35,Babina Greda,35,16,Vukovarsko-srijemska,16
418,Babina Rijeka,418,833,Donji Kukuruzari,833,3,Sisačko-moslavačka,3
426,Babinac,426,1619,Ivanska,1619,7,Bjelovarsko-bilogorska,7
434,Babinac,434,4782,Velika Pisanica,4782,7,Bjelovarsko-bilogorska,7
442,Babindub,442,5207,Zadar,5207,13,Zadarska,13
469,Babinec,469,485,Cestica,485,5,Varaždinska,5
477,Babino Polje,477,2682,Mljet,2682,19,Dubrovačko-neretvanska,19
493,Babotok,493,1767,Kapela,1767,7,Bjelovarsko-bilogorska,7
76317,Babudri,76317,4979,Višnjan,4979,18,Istarska,18
507,Bačevac,507,1368,Gradina,1368,10,Virovitičko-podravska,10
515,Bačići,515,4880,Vinodolska Općina,4880,8,Primorsko-goranska,8
523,Bačkovica,523,4782,Velika Pisanica,4782,7,Bjelovarsko-bilogorska,7
531,Bačva,531,4979,Višnjan,4979,18,Istarska,18
540,Baćin,540,1490,Hrvatska Dubica,1490,3,Sisačko-moslavačka,3
558,Baćin Dol,558,469,Cernik,469,12,Brodsko-posavska,12
566,Baćina,566,3352,Ploče,3352,19,Dubrovačko-neretvanska,19
574,Badanj,574,957,Drniš,957,15,Šibensko-kninska,15
582,Baderna,582,3484,Poreč,3484,18,Istarska,18
604,Badličan,604,6041,Gornji Mihaljevec,6041,20,Međimurska,20
612,Badljevina,612,3182,Pakrac,3182,11,Požeško-slavonska,11
639,Badovinci,639,3158,Ozalj,3158,4,Karlovačka,4
655,Badžula,655,5231,Zažablje,5231,19,Dubrovačko-neretvanska,19
647,Bađinec,647,973,Dubrava,973,1,Zagrebačka,1
698,Baići,698,2810,Netretić,2810,4,Karlovačka,4
663,Bair,663,2933,Novska,2933,3,Sisačko-moslavačka,3
671,Bajagić,671,3891,Sinj,3891,17,Splitsko-dalmatinska,17
680,Bajčići,680,2151,Krk,2151,8,Primorsko-goranska,8
701,Bajkini,701,4987,Vižinada,4987,18,Istarska,18
710,Bakar,710,43,Bakar,43,8,Primorsko-goranska,8
728,Bakarac,728,2097,Kraljevica,2097,8,Primorsko-goranska,8
74829,Bakar-Dio(Sveti Kuzam),74829,3735,Rijeka,3735,8,Primorsko-goranska,8
736,Bakić,736,3956,Slatina,3956,10,Virovitičko-podravska,10
744,Bakovac Kosinjski,744,3239,Perušić,3239,9,Ličko-senjska,9
752,Bakovčica,752,2011,Koprivnica,2011,6,Koprivničko-križevačka,6
779,Baldaši,779,4987,Vižinada,4987,18,Istarska,18
787,Bale,787,51,Bale,51,18,Istarska,18
795,Balići I,795,5312,Žminj,5312,18,Istarska,18
809,Balići Ii Dio,809,60,Barban,60,18,Istarska,18
817,Balinac,817,1210,Glina,1210,3,Sisačko-moslavačka,3
825,Balinci,825,2666,Mikleuš,2666,10,Virovitičko-podravska,10
833,Baljci,833,3778,Ružić,3778,15,Šibensko-kninska,15
841,Bandino Selo,841,4006,Slunj,4006,4,Karlovačka,4
850,Banfi,850,4529,Štrigova,4529,20,Međimurska,20
876,Baničevec,876,5363,Rakovec,5363,1,Zagrebačka,1
868,Banićevac,868,469,Cernik,469,12,Brodsko-posavska,12
884,Banići,884,5983,Dubrovačko Primorje,5983,19,Dubrovačko-neretvanska,19
1023,Banj,1023,3204,Pašman,3204,13,Zadarska,13
1031,Banja,1031,3352,Ploče,3352,19,Dubrovačko-neretvanska,19
1040,Banja,1040,5118,Vrgorac,5118,17,Splitsko-dalmatinska,17
1058,Banje Selo,1058,4294,Sveti Ivan Zelina,4294,1,Zagrebačka,1
1066,Banjevci,1066,4111,Stankovci,4111,13,Zadarska,13
1074,Banjol,1074,3638,Rab,3638,8,Primorsko-goranska,8
1082,Banjole,1082,2631,Medulin,2631,18,Istarska,18
1104,Banjsko Selo,1104,78,Barilovići,78,4,Karlovačka,4
892,Banki,892,3484,Poreč,3484,18,Istarska,18
906,Bankovci,906,3514,Požega,3514,11,Požeško-slavonska,11
914,Bankovci,914,5240,Zdenci,5240,10,Virovitičko-podravska,10
922,Banova Jaruga,922,2208,Kutina,2208,3,Sisačko-moslavačka,3
949,Banovci,949,108,Bebrina,108,12,Brodsko-posavska,12
63169,Banovci,63169,2950,Nijemci,2950,16,Vukovarsko-srijemska,16
957,Banovina,957,1171,Fužine,1171,8,Primorsko-goranska,8
965,Banovo,965,5088,Vrbovec,5088,1,Zagrebačka,1
973,Banska Gorica,973,4669,Tuhelj,4669,2,Krapinsko-zagorska,2
981,Banska Selnica,981,1791,Karlovac,1791,4,Karlovačka,4
990,Banski Kovačevac,990,2259,Lasinja,2259,4,Karlovačka,4
1007,Banski Moravci,1007,1791,Karlovac,1791,4,Karlovačka,4
71170,Bansko Vrpolje,71170,1023,Dvor,1023,3,Sisačko-moslavačka,3
1015,Banšćica,1015,1252,Gornja Stubica,1252,2,Krapinsko-zagorska,2
1112,Bapča,1112,5410,Velika Gorica,5410,1,Zagrebačka,1
1139,Bapska,1139,1546,Ilok,1546,16,Vukovarsko-srijemska,16
1147,Baranjsko Petrovo Selo,1147,3255,Petlovac,3255,14,Osječko-baranjska,14
1155,Barat,1155,1759,Kanfanar,1759,18,Istarska,18
1163,Barat,1163,4979,Višnjan,4979,18,Istarska,18
1171,Barban,1171,60,Barban,60,18,Istarska,18
1180,Barbarići Kravarski,1180,5452,Kravarsko,5452,1,Zagrebačka,1
1198,Barbat Na Rabu,1198,3638,Rab,3638,8,Primorsko-goranska,8
1201,Barbići,1201,3689,Raša,3689,18,Istarska,18
1210,Barci,1210,4880,Vinodolska Općina,4880,8,Primorsko-goranska,8
1228,Baredine,1228,426,Buje,426,18,Istarska,18
1236,Baredine,1236,434,Buzet,434,18,Istarska,18
1244,Baretići,1244,4880,Vinodolska Općina,4880,8,Primorsko-goranska,8
1279,Barica,1279,3905,Sirač,3905,7,Bjelovarsko-bilogorska,7
1287,Barić Draga,1287,1783,Karlobag,1783,9,Ličko-senjska,9
1295,Barići,1295,4979,Višnjan,4979,18,Istarska,18
1309,Barilović,1309,78,Barilovići,78,4,Karlovačka,4
1325,Barlabaševec,1325,4421,Sveti Petar Orehovec,4421,6,Koprivničko-križevačka,6
1333,Barlete,1333,1309,Gospić,1309,9,Ličko-senjska,9
1350,Barovka,1350,5339,Krašić,5339,1,Zagrebačka,1
1368,Bartići,1368,2224,Labin,2224,18,Istarska,18
1376,Bartolići,1376,434,Buzet,434,18,Istarska,18
1384,Bartolovci,1384,3883,Sibinj,3883,12,Brodsko-posavska,12
1392,Bartolovec,1392,4626,Trnovec Bartolovečki,4626,5,Varaždinska,5
1414,Barušići,1414,434,Buzet,434,18,Istarska,18
1422,Barušići,1422,2534,Malinska-Dubašnica,2534,8,Primorsko-goranska,8
1449,Basara,1449,3654,Rakovica,3654,4,Karlovačka,4
1457,Bast,1457,94,Baška Voda,94,17,Splitsko-dalmatinska,17
1465,Bastajski Brđani,1465,1058,Đulovac,1058,7,Bjelovarsko-bilogorska,7
1473,Bašanija,1473,4685,Umag,4685,18,Istarska,18
1481,Bašarinka,1481,3484,Poreč,3484,18,Istarska,18
1490,Baška,1490,86,Baška,86,8,Primorsko-goranska,8
1503,Baška Voda,1503,94,Baška Voda,94,17,Splitsko-dalmatinska,17
1511,Baške Oštarije,1511,1783,Karlobag,1783,9,Ličko-senjska,9
1520,Baškoti,1520,4979,Višnjan,4979,18,Istarska,18
1538,Baštijani,1538,1708,Jelenje,1708,8,Primorsko-goranska,8
1546,Bašunje Male,1546,4880,Vinodolska Općina,4880,8,Primorsko-goranska,8
1554,Bašunje Vele,1554,4880,Vinodolska Općina,4880,8,Primorsko-goranska,8
1562,Bater,1562,2909,Novi Vinodolski,2909,8,Primorsko-goranska,8
1589,Batina,1589,914,Draž,914,14,Osječko-baranjska,14
1597,Batina,1597,2208,Kutina,2208,3,Sisačko-moslavačka,3
1643,Batinjani,1643,1058,Đulovac,1058,7,Bjelovarsko-bilogorska,7
1651,Batinjani,1651,3182,Pakrac,3182,11,Požeško-slavonska,11
1627,Batinjska Rijeka,1627,1058,Đulovac,1058,7,Bjelovarsko-bilogorska,7
1619,Batinova Kosa,1619,4570,Topusko,4570,3,Sisačko-moslavačka,3
1635,Batinske,1635,5592,Kalinovac,5592,6,Koprivničko-križevačka,6
1660,Batlug,1660,1325,Gračišće,1325,18,Istarska,18
1678,Batnoga,1678,493,Cetingrad,493,4,Karlovačka,4
1686,Batomalj,1686,86,Baška,86,8,Primorsko-goranska,8
1694,Batrina,1694,2852,Nova Kapela,2852,12,Brodsko-posavska,12
4448,Baturi,4448,1210,Glina,1210,3,Sisačko-moslavačka,3
1708,Bazgalji,1708,1325,Gračišće,1325,18,Istarska,18
1716,Bazli,1716,558,Čabar,558,8,Primorsko-goranska,8
1724,Bebrina,1724,108,Bebrina,108,12,Brodsko-posavska,12
1732,Beč,1732,302,Bosiljevo,302,4,Karlovačka,4
1759,Bečic,1759,3093,Oriovac,3093,12,Brodsko-posavska,12
1767,Bedekovčina,1767,116,Bedekovčina,116,2,Krapinsko-zagorska,2
1775,Bedenec,1775,1562,Ivanec,1562,5,Varaždinska,5
1783,Bedenica,1783,5509,Bedenica,5509,1,Zagrebačka,1
1791,Bedenička,1791,4782,Velika Pisanica,4782,7,Bjelovarsko-bilogorska,7
1805,Bedenik,1805,2879,Nova Rača,2879,7,Bjelovarsko-bilogorska,7
1813,Beder,1813,3808,Samobor,3808,1,Zagrebačka,1
1821,Bednja,1821,124,Bednja,124,5,Varaždinska,5
1830,Bednjica,1830,2291,Lepoglava,2291,5,Varaždinska,5
1848,Begi,1848,4316,Sveti Lovreč,4316,18,Istarska,18
1856,Begluci,1856,1317,Gračac,1317,13,Zadarska,13
1864,Begovac,1864,3786,Saborsko,3786,4,Karlovačka,4
1872,Begovača,1872,183,Berek,183,7,Bjelovarsko-bilogorska,7
1899,Begovići,1899,3280,Petrinja,3280,3,Sisačko-moslavačka,3
1902,Begovo Brdo,1902,493,Cetingrad,493,4,Karlovačka,4
1929,Begovo Brdo Žumberačko,1929,5339,Krašić,5339,1,Zagrebačka,1
1937,Begovo Razdolje,1937,2755,Mrkopalj,2755,8,Primorsko-goranska,8
1945,Beketinci,1945,655,Čepin,655,14,Osječko-baranjska,14
1953,Beketinec,1953,2143,Križevci,2143,6,Koprivničko-križevačka,6
1961,Bektež,1961,2216,Kutjevo,2216,11,Požeško-slavonska,11
1970,Bela,1970,2895,Novi Marof,2895,5,Varaždinska,5
1988,Bela Gorica,1988,5398,Marija Gorica,5398,1,Zagrebačka,1
1996,Bela Loza,1996,3409,Podgorač,3409,14,Osječko-baranjska,14
2003,Bela Vodica,2003,698,Delnice,698,8,Primorsko-goranska,8
2011,Belaj,2011,78,Barilovići,78,4,Karlovačka,4
2020,Belaj,2020,477,Cerovlje,477,18,Istarska,18
2038,Belajska Vinica,2038,990,Duga Resa,990,4,Karlovačka,4
2046,Belajske Poljice,2046,78,Barilovići,78,4,Karlovačka,4
2054,Belajski Malinci,2054,78,Barilovići,78,4,Karlovačka,4
2062,Belanovo Selo,2062,3662,Rasinja,3662,6,Koprivničko-križevačka,6
2089,Belavići,2089,990,Duga Resa,990,4,Karlovačka,4
2097,Belavići,2097,2542,Marčana,2542,18,Istarska,18
2119,Belčići,2119,1694,Jastrebarsko,1694,1,Zagrebačka,1
2127,Belec,2127,5266,Zlatar,5266,2,Krapinsko-zagorska,2
2135,Belej,2135,2526,Mali Lošinj,2526,8,Primorsko-goranska,8
2143,Beletinec,2143,4383,Sveti Ilija,4383,5,Varaždinska,5
2151,Belgrad,2151,4880,Vinodolska Općina,4880,8,Primorsko-goranska,8
2160,Beli,2160,523,Cres,523,8,Primorsko-goranska,8
2178,Beli Manastir,2178,132,Beli Manastir,132,14,Osječko-baranjska,14
2186,Belica,2186,159,Belica,159,20,Međimurska,20
2194,Belinsko Selo,2194,3158,Ozalj,3158,4,Karlovačka,4
2208,Belišće,2208,167,Belišće,167,14,Osječko-baranjska,14
2305,Beljevina,2305,1066,Đurđenovac,1066,14,Osječko-baranjska,14
2216,Belo,2216,698,Delnice,698,8,Primorsko-goranska,8
2224,Belo Selo,2224,1171,Fužine,1171,8,Primorsko-goranska,8
2232,Belobrajići,2232,4880,Vinodolska Općina,4880,8,Primorsko-goranska,8
2259,Beloslavec,2259,5509,Bedenica,5509,1,Zagrebačka,1
2267,Belošići,2267,3158,Ozalj,3158,4,Karlovačka,4
2275,Belovar,2275,1333,Grad Zagreb,1333,22,Grad Zagreb,22
2283,Belovar Zlatarski,2283,116,Bedekovčina,116,2,Krapinsko-zagorska,2
2291,Belski Ravan,2291,3930,Skrad,3930,8,Primorsko-goranska,8
2313,Bencani,2313,3042,Oprtalj,3042,18,Istarska,18
2330,Benčani,2330,4979,Višnjan,4979,18,Istarska,18
2348,Benčići,2348,434,Buzet,434,18,Istarska,18
2356,Benčići,2356,5312,Žminj,5312,18,Istarska,18
2364,Beničanci,2364,5789,Magadenovac,5789,14,Osječko-baranjska,14
2372,Benići,2372,531,Crikvenica,531,8,Primorsko-goranska,8
2399,Benići Drivenički,2399,4880,Vinodolska Općina,4880,8,Primorsko-goranska,8
2402,Benkovac,2402,175,Benkovac,175,13,Zadarska,13
2429,Benkovac,2429,2992,Okučani,2992,12,Brodsko-posavska,12
2437,Benkovac Fužinski,2437,1171,Fužine,1171,8,Primorsko-goranska,8
2445,Benkovačko Selo,2445,175,Benkovac,175,13,Zadarska,13
2453,Benkovec,2453,124,Bednja,124,5,Varaždinska,5
2461,Benkovec Petrovski,2461,3298,Petrovsko,3298,2,Krapinsko-zagorska,2
2470,Benkovići,2470,4880,Vinodolska Općina,4880,8,Primorsko-goranska,8
2488,Benkovo,2488,3522,Pregrada,3522,2,Krapinsko-zagorska,2
2496,Berak,2496,4561,Tompojevci,4561,16,Vukovarsko-srijemska,16
2500,Beram,2500,3212,Pazin,3212,18,Istarska,18
2518,Beravci,2518,4766,Velika Kopanica,4766,12,Brodsko-posavska,12
2526,Berek,2526,183,Berek,183,7,Bjelovarsko-bilogorska,7
2534,Beretinec,2534,191,Beretinec,191,5,Varaždinska,5
2542,Berislavec,2542,4294,Sveti Ivan Zelina,4294,1,Zagrebačka,1
2569,Bertelovci,2569,1643,Jakšić,1643,11,Požeško-slavonska,11
2577,Bertoši,2577,3212,Pazin,3212,18,Istarska,18
2585,Bestovje,2585,4367,Sveta Nedelja,4367,1,Zagrebačka,1
2593,Bestrma,2593,4260,Sunja,4260,3,Sisačko-moslavačka,3
2607,Bešinci,2607,1775,Kaptol,1775,11,Požeško-slavonska,11
2615,Bešlinec,2615,1937,Kloštar Ivanić,1937,1,Zagrebačka,1
2623,Beter,2623,1902,Klinča Sela,1902,1,Zagrebačka,1
2631,Betina,2631,4545,Tisno,4545,15,Šibensko-kninska,15
2640,Bezavina,2640,4812,Veliko Trgovišće,4812,2,Krapinsko-zagorska,2
2658,Bibali,2658,426,Buje,426,18,Istarska,18
2666,Bibići,2666,4359,Svetvinčenat,4359,18,Istarska,18
2674,Bibinje,2674,205,Bibinje,205,13,Zadarska,13
2682,Bicko Selo,2682,1180,Garčin,1180,12,Brodsko-posavska,12
2704,Bičići,2704,60,Barban,60,18,Istarska,18
2712,Bićine,2712,3948,Skradin,3948,15,Šibensko-kninska,15
2739,Bijela,2739,3905,Sirač,3905,7,Bjelovarsko-bilogorska,7
2747,Bijela Stijena,2747,2992,Okučani,2992,12,Brodsko-posavska,12
2755,Bijele Vode,2755,1210,Glina,1210,3,Sisačko-moslavačka,3
2763,Bijele Zemlje,2763,1384,Grožnjan,1384,18,Istarska,18
2771,Bijeli Klanac,2771,2160,Krnjak,2160,4,Karlovačka,4
2780,Bijeli Vir,2780,5231,Zažablje,5231,19,Dubrovačko-neretvanska,19
2810,Bijeljevina Orahovička,2810,3077,Orahovica,3077,10,Virovitičko-podravska,10
2798,Bijelnik,2798,3280,Petrinja,3280,3,Sisačko-moslavačka,3
2801,Bijelo Brdo,2801,1104,Erdut,1104,14,Osječko-baranjska,14
2828,Bikovec,2828,2607,Maruševec,2607,5,Varaždinska,5
2836,Bila Vlaka,2836,4111,Stankovci,4111,13,Zadarska,13
2844,Bilaj,2844,1309,Gospić,1309,9,Ličko-senjska,9
2852,Bile,2852,2909,Novi Vinodolski,2909,8,Primorsko-goranska,8
2879,Bili Brig,2879,2852,Nova Kapela,2852,12,Brodsko-posavska,12
2887,Bilice,2887,3344,Pleternica,3344,11,Požeško-slavonska,11
2895,Bilice,2895,4448,Šibenik,4448,15,Šibensko-kninska,15
2909,Bilišane,2909,2968,Obrovac,2968,13,Zadarska,13
2925,Bilje,2925,213,Bilje,213,14,Osječko-baranjska,14
2933,Biljevec,2933,2607,Maruševec,2607,5,Varaždinska,5
2941,Biljevina,2941,698,Delnice,698,8,Primorsko-goranska,8
75779,Biljevina,75779,3786,Saborsko,3786,4,Karlovačka,4
2950,Biljevine,2950,3875,Senj,3875,9,Ličko-senjska,9
2917,Bilo,2917,493,Cetingrad,493,4,Karlovačka,4
2968,Biočić,2968,957,Drniš,957,15,Šibensko-kninska,15
2976,Biograd Na Moru,2976,221,Biograd Na Moru,221,13,Zadarska,13
2984,Biokovsko Selo,2984,5223,Zagvozd,5223,17,Splitsko-dalmatinska,17
2992,Biorine,2992,507,Cista Provo,507,17,Splitsko-dalmatinska,17
3000,Biovičino Selo,3000,1848,Kistanje,1848,15,Šibensko-kninska,15
3018,Birovača,3018,841,Donji Lapac,841,9,Ličko-senjska,9
3026,Bisag,3026,361,Breznica,361,5,Varaždinska,5
3034,Bisko,3034,4600,Trilj,4600,17,Splitsko-dalmatinska,17
3042,Biskupija,3042,3107,Orlić,3107,15,Šibensko-kninska,15
3069,Bistrač,3069,4260,Sunja,4260,3,Sisačko-moslavačka,3
3077,Bistrica,3077,3956,Slatina,3956,10,Virovitičko-podravska,10
3085,Bistrinci,3085,167,Belišće,167,14,Osječko-baranjska,14
3093,Bišćanovo,3093,1210,Glina,1210,3,Sisačko-moslavačka,3
3107,Biševo,3107,1970,Komiža,1970,17,Splitsko-dalmatinska,17
3115,Biškupci,3115,4758,Velika,4758,11,Požeško-slavonska,11
3123,Biškupec Zelinski,3123,4294,Sveti Ivan Zelina,4294,1,Zagrebačka,1
3131,Bitorajci,3131,302,Bosiljevo,302,4,Karlovačka,4
3140,Bizovac,3140,230,Bizovac,230,14,Osječko-baranjska,14
3158,Bjelajci,3158,3182,Pakrac,3182,11,Požeško-slavonska,11
3166,Bjelanovac,3166,2313,Lipik,2313,11,Požeško-slavonska,11
3174,Bjelina,3174,175,Benkovac,175,13,Zadarska,13
3182,Bjeliševac,3182,2216,Kutjevo,2216,11,Požeško-slavonska,11
3204,Bjelkovac,3204,2836,Nova Bukovica,2836,10,Virovitičko-podravska,10
3212,Bjelopolje,3212,4553,Plitvička Jezera,4553,9,Ličko-senjska,9
3239,Bjelovar,3239,248,Bjelovar,248,7,Bjelovarsko-bilogorska,7
3247,Blaca,3247,4065,Solin,4065,17,Splitsko-dalmatinska,17
3255,Blace,3255,3999,Slivno,3999,19,Dubrovačko-neretvanska,19
3263,Blacko,3263,3344,Pleternica,3344,11,Požeško-slavonska,11
74985,Blagaj,74985,4006,Slunj,4006,4,Karlovačka,4
3271,Blagdanići,3271,3484,Poreč,3484,18,Istarska,18
3280,Blagorodovac,3280,710,Dežanovac,710,7,Bjelovarsko-bilogorska,7
3298,Blaguša,3298,1333,Grad Zagreb,1333,22,Grad Zagreb,22
3301,Blanje,3301,4855,Viljevo,4855,14,Osječko-baranjska,14
3310,Blaškovec,3310,4294,Sveti Ivan Zelina,4294,1,Zagrebačka,1
3328,Blaškovići,3328,2178,Kršan,2178,18,Istarska,18
3336,Blaškovići,3336,4880,Vinodolska Općina,4880,8,Primorsko-goranska,8
3344,Blata,3344,3786,Saborsko,3786,4,Karlovačka,4
3352,Blatna Vas,3352,434,Buzet,434,18,Istarska,18
3379,Blatnica,3379,4502,Štefanje,4502,7,Bjelovarsko-bilogorska,7
3387,Blatnica Pokupska,3387,1791,Karlovac,1791,4,Karlovačka,4
3395,Blato,3395,256,Blato,256,19,Dubrovačko-neretvanska,19
3409,Blato,3409,2682,Mljet,2682,19,Dubrovačko-neretvanska,19
3417,Blato Na Cetini,3417,3000,Omiš,3000,17,Splitsko-dalmatinska,17
3425,Blatuša,3425,5100,Gvozd,5100,3,Sisačko-moslavačka,3
3433,Blaževci,3433,5096,Vrbovsko,5096,8,Primorsko-goranska,8
3441,Blaževdol,3441,4294,Sveti Ivan Zelina,4294,1,Zagrebačka,1
3450,Blažević  Dol,3450,4189,Staro Petrovo Selo,4189,12,Brodsko-posavska,12
3468,Blažići,3468,4880,Vinodolska Općina,4880,8,Primorsko-goranska,8
3476,Blinja,3476,3280,Petrinja,3280,3,Sisačko-moslavačka,3
3484,Blinjska Greda,3484,4260,Sunja,4260,3,Sisačko-moslavačka,3
3492,Blinjski Kut,3492,3913,Sisak,3913,3,Sisačko-moslavačka,3
3506,Blizna Donja,3506,2585,Marina,2585,17,Splitsko-dalmatinska,17
3514,Blizna Gornja,3514,2585,Marina,2585,17,Splitsko-dalmatinska,17
3522,Bobare,3522,2992,Okučani,2992,12,Brodsko-posavska,12
3549,Bobodol,3549,2984,Promina,2984,15,Šibensko-kninska,15
3557,Bobota,3557,4642,Trpinja,4642,16,Vukovarsko-srijemska,16
3565,Bobovac,3565,4260,Sunja,4260,3,Sisačko-moslavačka,3
3573,Bobovec Rozganski,3573,5495,Dubravica,5495,1,Zagrebačka,1
3581,Bobovec Tomaševečki,3581,1872,Klanjec,1872,2,Krapinsko-zagorska,2
3590,Bobovica,3590,3808,Samobor,3808,1,Zagrebačka,1
3603,Bobovišća,3603,2674,Milna,2674,17,Splitsko-dalmatinska,17
3611,Bobovje,3611,2119,Krapina,2119,2,Krapinsko-zagorska,2
3620,Bocanjevci,3620,167,Belišće,167,14,Osječko-baranjska,14
3638,Bockovac,3638,4855,Viljevo,4855,14,Osječko-baranjska,14
3646,Bočadir,3646,2003,Konjščina,2003,2,Krapinsko-zagorska,2
3654,Bočaki,3654,2003,Konjščina,2003,2,Krapinsko-zagorska,2
3662,Bočkinci,3662,2577,Marijanci,2577,14,Osječko-baranjska,14
3689,Bočkovec,3689,4421,Sveti Petar Orehovec,4421,6,Koprivničko-križevačka,6
3697,Bodegraj,3697,2992,Okučani,2992,12,Brodsko-posavska,12
3719,Bodovaljci,3719,5061,Vrbje,5061,12,Brodsko-posavska,12
3727,Bogačevo,3727,4421,Sveti Petar Orehovec,4421,6,Koprivničko-križevačka,6
3735,Bogačevo Riječko,3735,4421,Sveti Petar Orehovec,4421,6,Koprivničko-križevačka,6
3743,Bogatić,3743,957,Drniš,957,15,Šibensko-kninska,15
1252,Bogatić,1252,2984,Promina,2984,15,Šibensko-kninska,15
3751,Bogatnik,3751,2968,Obrovac,2968,13,Zadarska,13
3760,Bogdanovci,3760,264,Bogdanovci,264,16,Vukovarsko-srijemska,16
3778,Bogdanovec,3778,6041,Gornji Mihaljevec,6041,20,Međimurska,20
3786,Bogdanović,3786,5894,Prgomet,5894,17,Splitsko-dalmatinska,17
3794,Bogdašić,3794,353,Brestovac,353,11,Požeško-slavonska,11
3808,Bogomolje,3808,4235,Sućuraj,4235,17,Splitsko-dalmatinska,17
3816,Bogovci,3816,2810,Netretić,2810,4,Karlovačka,4
3824,Bogovići,3824,2534,Malinska-Dubašnica,2534,8,Primorsko-goranska,8
3832,Bogovolja,3832,493,Cetingrad,493,4,Karlovačka,4
3859,Bojačno,3859,5215,Zagorska Sela,5215,2,Krapinsko-zagorska,2
3867,Bojana,3867,639,Čazma,639,7,Bjelovarsko-bilogorska,7
3875,Bojna,3875,1210,Glina,1210,3,Sisačko-moslavačka,3
3883,Bojnikovec,3883,2143,Križevci,2143,6,Koprivničko-križevačka,6
3891,Bok Palanječki,3891,2593,Martinska Ves,2593,3,Sisačko-moslavačka,3
3905,Bokane,3905,4995,Voćin,4995,10,Virovitičko-podravska,10
76608,Bokići,76593,4979,Višnjan,4979,18,Istarska,18
3913,Bokordići,3913,4359,Svetvinčenat,4359,18,Istarska,18
3921,Bokšić,3921,1066,Đurđenovac,1066,14,Osječko-baranjska,14
3930,Bokšić,3930,4561,Tompojevci,4561,16,Vukovarsko-srijemska,16
3948,Bokšić Lug,3948,1066,Đurđenovac,1066,14,Osječko-baranjska,14
3956,Bol,3956,272,Bol,272,17,Splitsko-dalmatinska,17
3964,Bolč,3964,1147,Farkaševac,1147,1,Zagrebačka,1
3972,Bolfan,3972,2445,Ludbreg,2445,5,Varaždinska,5
4014,Boljenovići,4014,4197,Ston,4197,19,Dubrovačko-neretvanska,19
4022,Boljevići,4022,2178,Kršan,2178,18,Istarska,18
4049,Boljun,4049,2461,Lupoglav,2461,18,Istarska,18
4057,Boljunsko Polje,4057,2461,Lupoglav,2461,18,Istarska,18
3999,Bolman,3999,6092,Jagodnjak,6092,14,Osječko-baranjska,14
4006,Bolomače,4006,353,Brestovac,353,11,Požeško-slavonska,11
4065,Bonaci,4065,3484,Poreč,3484,18,Istarska,18
