ID naselja,Naziv naselja,Eksterni ID naselja,ID općine,Naziv općine,Eksterni ID općine,ID županije,Naziv županije,Eksterni ID županije
59480,Srednji Mosti,59480,1767,Kapela,1767,7,Bjelovarsko-bilogorska,7
59498,Srednji Poloj,59498,78,Barilovići,78,4,Karlovačka,4
59501,Sreser,59501,5991,Janjina,5991,19,Dubrovačko-neretvanska,19
59510,Srijane,59510,3000,Omiš,3000,17,Splitsko-dalmatinska,17
59528,Srijedska,59528,1619,Ivanska,1619,7,Bjelovarsko-bilogorska,7
59536,Srijem,59536,4057,Sokolovac,4057,6,Koprivničko-križevačka,6
59544,Srijemske Laze,59544,4146,Stari Jankovci,4146,16,Vukovarsko-srijemska,16
59552,Srima,59552,5002,Vodice,5002,15,Šibensko-kninska,15
59579,Srinjine,59579,4090,Split,4090,17,Splitsko-dalmatinska,17
59587,Sroki,59587,4952,Viškovo,4952,8,Primorsko-goranska,8
59617,Srpski Čuntić,59617,3280,Petrinja,3280,3,Sisačko-moslavačka,3
59625,Sršići,59625,2534,Malinska-Dubašnica,2534,8,Primorsko-goranska,8
59633,Sršići,59633,3158,Ozalj,3158,4,Karlovačka,4
59641,Stajnica,59641,370,Brinje,370,9,Ličko-senjska,9
76422,Stancija Vodopija,76422,3484,Poreč,3484,18,Istarska,18
59650,Stančić,59650,337,Brckovljani,337,1,Zagrebačka,1
59668,Stančići,59668,248,Bjelovar,248,7,Bjelovarsko-bilogorska,7
59676,Stanetinec,59676,4529,Štrigova,4529,20,Međimurska,20
59684,Stanica Roč,59684,434,Buzet,434,18,Istarska,18
59692,Staničići Žumberački,59692,5339,Krašić,5339,1,Zagrebačka,1
59706,Stanić,59706,523,Cres,523,8,Primorsko-goranska,8
59714,Stanić Polje,59714,1023,Dvor,1023,3,Sisačko-moslavačka,3
59722,Stanići,59722,1767,Kapela,1767,7,Bjelovarsko-bilogorska,7
59749,Stanići,59749,3000,Omiš,3000,17,Splitsko-dalmatinska,17
59757,Staniši,59757,4987,Vižinada,4987,18,Istarska,18
59765,Stanišovi,59765,3689,Raša,3689,18,Istarska,18
59773,Staništa,59773,1783,Karlobag,1783,9,Ličko-senjska,9
59781,Stankovac,59781,1210,Glina,1210,3,Sisačko-moslavačka,3
59790,Stankovci,59790,4111,Stankovci,4111,13,Zadarska,13
59803,Stankovci,59803,5304,Žakanje,5304,4,Karlovačka,4
59811,Stanković,59811,3085,Orebić,3085,19,Dubrovačko-neretvanska,19
59820,Stankovo,59820,1694,Jastrebarsko,1694,1,Zagrebačka,1
59838,Stara Baška,59838,3603,Punat,3603,8,Primorsko-goranska,8
59846,Stara Diklenica,59846,1767,Kapela,1767,7,Bjelovarsko-bilogorska,7
59854,Stara Drenčina,59854,3913,Sisak,3913,3,Sisačko-moslavačka,3
59862,Stara Gradiška,59862,4120,Stara Gradiška,4120,12,Brodsko-posavska,12
59889,Stara Jošava,59889,3077,Orahovica,3077,10,Virovitičko-podravska,10
59897,Stara Kapela,59897,973,Dubrava,973,1,Zagrebačka,1
59919,Stara Kapela,59919,2852,Nova Kapela,2852,12,Brodsko-posavska,12
59927,Stara Krivaja,59927,1058,Đulovac,1058,7,Bjelovarsko-bilogorska,7
59935,Stara Kršlja,59935,3654,Rakovica,3654,4,Karlovačka,4
59943,Stara Lipa,59943,3514,Požega,3514,11,Požeško-slavonska,11
59951,Stara Ljeskovica,59951,582,Čaglin,582,11,Požeško-slavonska,11
59960,Stara Marča,59960,1937,Kloštar Ivanić,1937,1,Zagrebačka,1
59978,Stara Novalja,59978,2887,Novalja,2887,9,Ličko-senjska,9
59986,Stara Plošćica,59986,1619,Ivanska,1619,7,Bjelovarsko-bilogorska,7
59994,Stara Rača,59994,2879,Nova Rača,2879,7,Bjelovarsko-bilogorska,7
60003,Stara Subocka,60003,2933,Novska,2933,3,Sisačko-moslavačka,3
60011,Stara Sušica,60011,3697,Ravna Gora,3697,8,Primorsko-goranska,8
60020,Stara Vas,60020,3166,Pag,3166,13,Zadarska,13
60038,Stara Ves Košnička,60038,701,Desinić,701,2,Krapinsko-zagorska,2
60046,Stara Ves Petrovska,60046,3298,Petrovsko,3298,2,Krapinsko-zagorska,2
60054,Stara Ves Ravenska,60054,2143,Križevci,2143,6,Koprivničko-križevačka,6
60062,Starci,60062,4189,Staro Petrovo Selo,4189,12,Brodsko-posavska,12
60089,Starčevljani,60089,1767,Kapela,1767,7,Bjelovarsko-bilogorska,7
48429,Stare Plavnice,48429,248,Bjelovar,248,7,Bjelovarsko-bilogorska,7
60097,Stari Bošnjani,60097,2143,Križevci,2143,6,Koprivničko-križevačka,6
60119,Stari Brod,60119,2283,Lekenik,2283,3,Sisačko-moslavačka,3
60127,Stari Farkašić,60127,2283,Lekenik,2283,3,Sisačko-moslavačka,3
60135,Stari Glog,60135,1350,Gradec,1350,1,Zagrebačka,1
60143,Stari Golubovec,60143,2364,Lobor,2364,2,Krapinsko-zagorska,2
60151,Stari Grabovac,60151,2933,Novska,2933,3,Sisačko-moslavačka,3
60160,Stari Grad,60160,4138,Stari Grad,4138,17,Splitsko-dalmatinska,17
60178,Stari Grad Žumberački,60178,5401,Žumberak,5401,1,Zagrebačka,1
60186,Stari Gradac,60186,3328,Pitomača,3328,10,Virovitičko-podravska,10
60194,Stari Jankovci,60194,4146,Stari Jankovci,4146,16,Vukovarsko-srijemska,16
60208,Stari Laz,60208,3697,Ravna Gora,3697,8,Primorsko-goranska,8
60216,Stari Lazi,60216,388,Brod Moravice,388,8,Primorsko-goranska,8
60224,Stari Majur,60224,3182,Pakrac,3182,11,Požeško-slavonska,11
60232,Stari Mikanovci,60232,4154,Stari Mikanovci,4154,16,Vukovarsko-srijemska,16
60259,Stari Pavljani,60259,248,Bjelovar,248,7,Bjelovarsko-bilogorska,7
60267,Stari Perkovci,60267,5142,Vrpolje,5142,12,Brodsko-posavska,12
60275,Stari Skucani,60275,1767,Kapela,1767,7,Bjelovarsko-bilogorska,7
60283,Stari Slatinik,60283,396,Brodski Stupnik,396,12,Brodsko-posavska,12
60291,Stari Zdenkovac,60291,582,Čaglin,582,11,Požeško-slavonska,11
60305,Starići,60305,3484,Poreč,3484,18,Istarska,18
60313,Starigrad,60313,2011,Koprivnica,2011,6,Koprivničko-križevačka,6
60321,Starigrad,60321,3875,Senj,3875,9,Ličko-senjska,9
60330,Starigrad,60330,4162,Starigrad,4162,13,Zadarska,13
60348,Starin,60348,574,Čađavica,574,10,Virovitičko-podravska,10
60356,Starine,60356,4502,Štefanje,4502,7,Bjelovarsko-bilogorska,7
60364,Starjak,60364,1333,Grad Zagreb,1333,22,Grad Zagreb,22
60372,Staro Čiče,60372,5410,Velika Gorica,5410,1,Zagrebačka,1
60399,Staro Petrovo Polje,60399,540,Crnac,540,10,Virovitičko-podravska,10
60402,Staro Petrovo Selo,60402,4189,Staro Petrovo Selo,4189,12,Brodsko-posavska,12
60429,Staro Pračno,60429,3913,Sisak,3913,3,Sisačko-moslavačka,3
60437,Staro Selo,60437,3131,Otočac,3131,9,Ličko-senjska,9
60445,Staro Selo,60445,3913,Sisak,3913,3,Sisačko-moslavačka,3
60453,Staro Selo Topusko,60453,4570,Topusko,4570,3,Sisačko-moslavačka,3
60461,Staro Štefanje,60461,4502,Štefanje,4502,7,Bjelovarsko-bilogorska,7
60470,Staro Topolje,60470,817,Donji Andrijevci,817,12,Brodsko-posavska,12
60488,Starogradački Marof,60488,3328,Pitomača,3328,10,Virovitičko-podravska,10
60496,Staševica,60496,3352,Ploče,3352,19,Dubrovačko-neretvanska,19
60500,Staza,60500,4260,Sunja,4260,3,Sisačko-moslavačka,3
60518,Stažnjevec,60518,1562,Ivanec,1562,5,Varaždinska,5
60526,Stepčići,60526,2178,Kršan,2178,18,Istarska,18
60534,Stilja,60534,5118,Vrgorac,5118,17,Splitsko-dalmatinska,17
60542,Stinica,60542,3875,Senj,3875,9,Ličko-senjska,9
60569,Stipan,60569,5100,Gvozd,5100,3,Sisačko-moslavačka,3
60577,Stipanovci,60577,3409,Podgorač,3409,14,Osječko-baranjska,14
60585,Stipernica,60585,3522,Pregrada,3522,2,Krapinsko-zagorska,2
64114,Stivan,64114,523,Cres,523,8,Primorsko-goranska,8
76473,Stivašnica,76473,5827,Rogoznica,5827,15,Šibensko-kninska,15
60593,Stobreč,60593,4090,Split,4090,17,Splitsko-dalmatinska,17
60607,Stojavnica,60607,3158,Ozalj,3158,4,Karlovačka,4
60615,Stojčinovac,60615,582,Čaglin,582,11,Požeško-slavonska,11
60623,Stojdraga,60623,3808,Samobor,3808,1,Zagrebačka,1
60631,Stojmerić,60631,4006,Slunj,4006,4,Karlovačka,4
60640,Stolac,60640,3875,Senj,3875,9,Ličko-senjska,9
60658,Stomorska,60658,4472,Šolta,4472,17,Splitsko-dalmatinska,17
60666,Ston,60666,4197,Ston,4197,19,Dubrovačko-neretvanska,19
60674,Strahinje,60674,2119,Krapina,2119,2,Krapinsko-zagorska,2
60682,Strahinje Radobojsko,60682,3646,Radoboj,3646,2,Krapinsko-zagorska,2
60704,Strahoninec,60704,6068,Strahoninec,6068,20,Međimurska,20
60712,Strana,60712,434,Buzet,434,18,Istarska,18
60739,Stranići Kod Lovreča,60739,4316,Sveti Lovreč,4316,18,Istarska,18
60747,Stranići Kod Nove Vasi,60747,3484,Poreč,3484,18,Istarska,18
60755,Strašnik,60755,3280,Petrinja,3280,3,Sisačko-moslavačka,3
60763,Stravča,60763,1988,Konavle,1988,19,Dubrovačko-neretvanska,19
60771,Straža,60771,2810,Netretić,2810,4,Karlovačka,4
60780,Straža Krapinska,60780,2119,Krapina,2119,2,Krapinsko-zagorska,2
60798,Stražanac,60798,1996,Končanica,1996,7,Bjelovarsko-bilogorska,7
60801,Stražbenica,60801,3280,Petrinja,3280,3,Sisačko-moslavačka,3
60810,Stražeman,60810,4758,Velika,4758,11,Požeško-slavonska,11
60828,Strelec,60828,2500,Mala Subotica,2500,20,Međimurska,20
60836,Strelečko,60836,2593,Martinska Ves,2593,3,Sisačko-moslavačka,3
60844,Strezojevo,60844,5444,Pokupsko,5444,1,Zagrebačka,1
60852,Strgari,60852,302,Bosiljevo,302,4,Karlovačka,4
60879,Striježevica,60879,353,Brestovac,353,11,Požeško-slavonska,11
60887,Strilčići,60887,2534,Malinska-Dubašnica,2534,8,Primorsko-goranska,8
60895,Strizirep,60895,4600,Trilj,4600,17,Splitsko-dalmatinska,17
60909,Strizivojna,60909,4219,Strizivojna,4219,14,Osječko-baranjska,14
60917,Strižičevac,60917,2313,Lipik,2313,11,Požeško-slavonska,11
60933,Strmac Pribićki,60933,5339,Krašić,5339,1,Zagrebačka,1
60941,Strmačka,60941,493,Cetingrad,493,4,Karlovačka,4
60950,Strmec,60950,1333,Grad Zagreb,1333,22,Grad Zagreb,22
60968,Strmec,60968,3565,Preseka,3565,1,Zagrebačka,1
61026,Strmec,61026,4367,Sveta Nedelja,4367,1,Zagrebačka,1
60976,Strmec,60976,4812,Veliko Trgovišće,4812,2,Krapinsko-zagorska,2
60984,Strmec Bukevski,60984,5410,Velika Gorica,5410,1,Zagrebačka,1
60992,Strmec Humski,60992,1520,Hum Na Sutli,1520,2,Krapinsko-zagorska,2
61000,Strmec Podravski,61000,3263,Petrijanec,3263,5,Varaždinska,5
61018,Strmec Remetinečki,61018,2895,Novi Marof,2895,5,Varaždinska,5
61034,Strmec Stubički,61034,4227,Stubičke Toplice,4227,2,Krapinsko-zagorska,2
61042,Strmec Sutlanski,61042,2089,Kraljevec Na Sutli,2089,2,Krapinsko-zagorska,2
61069,Strmen,61069,4260,Sunja,4260,3,Sisačko-moslavačka,3
61077,Strmendolac,61077,4600,Trilj,4600,17,Splitsko-dalmatinska,17
61085,Strmica,61085,1961,Knin,1961,15,Šibensko-kninska,15
61093,Strošinci,61093,5053,Vrbanja,5053,16,Vukovarsko-srijemska,16
61107,Strpačići,61107,4979,Višnjan,4979,18,Istarska,18
61115,Struga,61115,4375,Sveti Đurđ,4375,5,Varaždinska,5
61123,Struga Banska,61123,1023,Dvor,1023,3,Sisačko-moslavačka,3
61131,Struga Nartska,61131,3760,Rugvica,3760,1,Zagrebačka,1
61140,Stružani,61140,3034,Oprisavci,3034,12,Brodsko-posavska,12
61158,Stružec,61158,3476,Popovača,3476,3,Sisačko-moslavačka,3
61166,Stružec Posavski,61166,5428,Orle,5428,1,Zagrebačka,1
61174,Stubalj,61174,5550,Majur,5550,3,Sisačko-moslavačka,3
61182,Stubica,61182,5096,Vrbovsko,5096,8,Primorsko-goranska,8
61204,Stubička Slatina,61204,3115,Oroslavje,3115,2,Krapinsko-zagorska,2
61212,Stubičke Toplice,61212,4227,Stubičke Toplice,4227,2,Krapinsko-zagorska,2
61239,Studena,61239,1864,Klana,1864,8,Primorsko-goranska,8
61247,Studenci,61247,2437,Lovreć,2437,17,Splitsko-dalmatinska,17
61255,Studenci,61255,3239,Perušić,3239,9,Ličko-senjska,9
61263,Stupa,61263,5983,Dubrovačko Primorje,5983,19,Dubrovačko-neretvanska,19
61271,Stupe,61271,5401,Žumberak,5401,1,Zagrebačka,1
61280,Stupnički Kuti,61280,108,Bebrina,108,12,Brodsko-posavska,12
61298,Stupnički Obrež,61298,5517,Stupnik,5517,1,Zagrebačka,1
61301,Stupno,61301,3913,Sisak,3913,3,Sisačko-moslavačka,3
61310,Stupovača,61310,2208,Kutina,2208,3,Sisačko-moslavačka,3
61328,Subocka,61328,2313,Lipik,2313,11,Požeško-slavonska,11
61336,Subotica Podravska,61336,3662,Rasinja,3662,6,Koprivničko-križevačka,6
61344,Sučići,61344,2739,Mošćenička Draga,2739,8,Primorsko-goranska,8
61352,Sućuraj,61352,4235,Sućuraj,4235,17,Splitsko-dalmatinska,17
61379,Sudaraž,61379,3255,Petlovac,3255,14,Osječko-baranjska,14
61387,Sudovčina,61387,850,Donji Martijanec,850,5,Varaždinska,5
61395,Sudovec,61395,2895,Novi Marof,2895,5,Varaždinska,5
61409,Suđurađ,61409,981,Dubrovnik,981,19,Dubrovačko-neretvanska,19
61417,Suha Katalena,61417,1074,Đurđevac,1074,6,Koprivničko-križevačka,6
61425,Suha Mlaka,61425,540,Crnac,540,10,Virovitičko-podravska,10
61433,Suhač,61433,3891,Sinj,3891,17,Splitsko-dalmatinska,17
61441,Suhaja,61441,639,Čazma,639,7,Bjelovarsko-bilogorska,7
61450,Suhodol Budački,61450,2160,Krnjak,2160,4,Karlovačka,4
61468,Suhodol Zelinski,61468,4294,Sveti Ivan Zelina,4294,1,Zagrebačka,1
61476,Suhopolje,61476,4243,Suhopolje,4243,10,Virovitičko-podravska,10
61484,Suhor,61484,698,Delnice,698,8,Primorsko-goranska,8
61492,Suhovare,61492,3450,Poličnik,3450,13,Zadarska,13
61506,Suknovci,61506,2984,Promina,2984,15,Šibensko-kninska,15
61514,Sukošan,61514,4251,Sukošan,4251,13,Zadarska,13
61522,Sulkovci,61522,3344,Pleternica,3344,11,Požeško-slavonska,11
61549,Sumartin,61549,3832,Selca,3832,17,Splitsko-dalmatinska,17
61557,Sunger,61557,2755,Mrkopalj,2755,8,Primorsko-goranska,8
61565,Sunja,61565,4260,Sunja,4260,3,Sisačko-moslavačka,3
61573,Supetar,61573,4278,Supetar,4278,17,Splitsko-dalmatinska,17
61581,Supetarska Draga,61581,3638,Rab,3638,8,Primorsko-goranska,8
61590,Susak,61590,2526,Mali Lošinj,2526,8,Primorsko-goranska,8
75191,Sustjepan,75191,981,Dubrovnik,981,19,Dubrovačko-neretvanska,19
61603,Suša,61603,5428,Orle,5428,1,Zagrebačka,1
61611,Sušac,61611,2267,Lastovo,2267,19,Dubrovačko-neretvanska,19
61620,Sušanj Cesarički,61620,1783,Karlobag,1783,9,Ličko-senjska,9
61638,Sušci,61638,728,Dicmo,728,17,Splitsko-dalmatinska,17
61646,Sušići,61646,434,Buzet,434,18,Istarska,18
61654,Sušik,61654,4880,Vinodolska Općina,4880,8,Primorsko-goranska,8
61662,Sušine,61662,1066,Đurđenovac,1066,14,Osječko-baranjska,14
61689,Sutina,61689,876,Muć,876,17,Splitsko-dalmatinska,17
61697,Sutinske Toplice,61697,2658,Mihovljan,2658,2,Krapinsko-zagorska,2
61719,Sutivan,61719,5924,Sutivan,5924,17,Splitsko-dalmatinska,17
76449,Sutivanac,76449,60,Barban,60,18,Istarska,18
61727,Sutomišćica,61727,3549,Preko,3549,13,Zadarska,13
61735,Suvoj,61735,3913,Sisak,3913,3,Sisačko-moslavačka,3
61743,Suza,61743,1953,Kneževi Vinogradi,1953,14,Osječko-baranjska,14
61751,Sužan,61751,744,Dobrinj,744,8,Primorsko-goranska,8
61794,Svedruža,61794,3298,Petrovsko,3298,2,Krapinsko-zagorska,2
61808,Sveta Ana,61808,1074,Đurđevac,1074,6,Koprivničko-križevačka,6
61816,Sveta Helena,61816,2143,Križevci,2143,6,Koprivničko-križevačka,6
61824,Sveta Helena,61824,4294,Sveti Ivan Zelina,4294,1,Zagrebačka,1
76614,Sveta Jelena,76599,3875,Senj,3875,9,Ličko-senjska,9
61832,Sveta Katarina,61832,3301,Pićan,3301,18,Istarska,18
61859,Sveta Lucija,61859,3042,Oprtalj,3042,18,Istarska,18
61867,Sveta Marija,61867,6076,Sveta Marija,6076,20,Međimurska,20
75442,Sveta Marija Na Krasu,75442,426,Buje,426,18,Istarska,18
75469,Sveta Marija Na Krasu,75469,4685,Umag,4685,18,Istarska,18
61883,Sveta Marina,61883,3689,Raša,3689,18,Istarska,18
61905,Sveta Nedelja,61905,4367,Sveta Nedelja,4367,1,Zagrebačka,1
61891,Sveta Nedjelja,61891,1538,Hvar,1538,17,Splitsko-dalmatinska,17
61913,Sveti Andrija,61913,1970,Komiža,1970,17,Splitsko-dalmatinska,17
61921,Sveti Anton,61921,2534,Malinska-Dubašnica,2534,8,Primorsko-goranska,8
61760,Sveti Bartol,61760,2747,Motovun,2747,18,Istarska,18
68870,Sveti Bartul,68870,3689,Raša,3689,18,Istarska,18
61930,Sveti Donat,61930,434,Buzet,434,18,Istarska,18
61948,Sveti Đurađ,61948,868,Donji Miholjac,868,14,Osječko-baranjska,14
61956,Sveti Đurađ,61956,4910,Virovitica,4910,10,Virovitičko-podravska,10
61964,Sveti Đurđ,61964,4375,Sveti Đurđ,4375,5,Varaždinska,5
61778,Sveti Filip I Jakov,61778,4286,Sveti Filip I Jakov,4286,13,Zadarska,13
61972,Sveti Ilija,61972,4383,Sveti Ilija,4383,5,Varaždinska,5
61999,Sveti Ivan,61999,434,Buzet,434,18,Istarska,18
62006,Sveti Ivan,62006,2534,Malinska-Dubašnica,2534,8,Primorsko-goranska,8
62014,Sveti Ivan,62014,3042,Oprtalj,3042,18,Istarska,18
62022,Sveti Ivan,62022,4979,Višnjan,4979,18,Istarska,18
62065,Sveti Ivan Dobrinjski,62065,744,Dobrinj,744,8,Primorsko-goranska,8
62049,Sveti Ivan Zelina,62049,4294,Sveti Ivan Zelina,4294,1,Zagrebačka,1
62057,Sveti Ivan Žabno,62057,4391,Sveti Ivan Žabno,4391,6,Koprivničko-križevačka,6
25275,Sveti Jakov,25275,2526,Mali Lošinj,2526,8,Primorsko-goranska,8
75981,Sveti Josip,75981,124,Bednja,124,5,Varaždinska,5
62073,Sveti Juraj,62073,3875,Senj,3875,9,Ličko-senjska,9
62081,Sveti Juraj U Trnju,62081,825,Donji Kraljevec,825,20,Međimurska,20
62090,Sveti Križ,62090,418,Budinščina,418,2,Krapinsko-zagorska,2
62103,Sveti Križ,62103,2500,Mala Subotica,2500,20,Međimurska,20
32255,Sveti Križ,32255,5398,Marija Gorica,5398,1,Zagrebačka,1
62111,Sveti Križ,62111,4669,Tuhelj,4669,2,Krapinsko-zagorska,2
62120,Sveti Križ Začretje,62120,4308,Sveti Križ Začretje,4308,2,Krapinsko-zagorska,2
10944,Sveti Lovreč Labinski,10944,3689,Raša,3689,18,Istarska,18
62138,Sveti Lovreč Pazenatički,62138,4316,Sveti Lovreč,4316,18,Istarska,18
62146,Sveti Martin,62146,434,Buzet,434,18,Istarska,18
62154,Sveti Martin,62154,2143,Križevci,2143,6,Koprivničko-križevačka,6
76607,Sveti Martin,76592,4324,Sveta Nedelja,4324,18,Istarska,18
62162,Sveti Martin Na Muri,62162,4413,Sveti Martin Na Muri,4413,20,Međimurska,20
62189,Sveti Martin Pod Okićem,62189,3808,Samobor,3808,1,Zagrebačka,1
62197,Sveti Matej,62197,1252,Gornja Stubica,1252,2,Krapinsko-zagorska,2
62219,Sveti Mikula,62219,4880,Vinodolska Općina,4880,8,Primorsko-goranska,8
47643,Sveti Petar,47643,523,Cres,523,8,Primorsko-goranska,8
62235,Sveti Petar,62235,2518,Mali Bukovec,2518,5,Varaždinska,5
74853,Sveti Petar,74853,2976,Ogulin,2976,4,Karlovačka,4
62227,Sveti Petar Čvrstec,62227,4391,Sveti Ivan Žabno,4391,6,Koprivničko-križevačka,6
62243,Sveti Petar Mrežnički,62243,990,Duga Resa,990,4,Karlovačka,4
32522,Sveti Petar Na Moru,32522,4286,Sveti Filip I Jakov,4286,13,Zadarska,13
62251,Sveti Petar Orehovec,62251,4421,Sveti Petar Orehovec,4421,6,Koprivničko-križevačka,6
61786,Sveti Petar u Šumi,61786,4332,Sveti Petar u Šumi,4332,18,Istarska,18
55549,Sveti Rok,55549,2402,Lovinac,2402,9,Ličko-senjska,9
62260,Sveti Urban,62260,4529,Štrigova,4529,20,Međimurska,20
62278,Sveti Vid,62278,4880,Vinodolska Općina,4880,8,Primorsko-goranska,8
62286,Sveti Vid Dobrinjski,62286,744,Dobrinj,744,8,Primorsko-goranska,8
62294,Sveti Vid-Miholjice,62294,2534,Malinska-Dubašnica,2534,8,Primorsko-goranska,8
62308,Svetice,62308,3158,Ozalj,3158,4,Karlovačka,4
62316,Svetičko Hrašće,62316,3158,Ozalj,3158,4,Karlovačka,4
62324,Svetinja,62324,1643,Jakšić,1643,11,Požeško-slavonska,11
62332,Svetoblažje,62332,4618,Trnava,4618,14,Osječko-baranjska,14
62359,Svetojurski Vrh,62359,3522,Pregrada,3522,2,Krapinsko-zagorska,2
42889,Svetonedeljski Breg,42889,4367,Sveta Nedelja,4367,1,Zagrebačka,1
62367,Svetvinčenat,62367,4359,Svetvinčenat,4359,18,Istarska,18
62375,Svib,62375,507,Cista Provo,507,17,Splitsko-dalmatinska,17
62383,Svibje,62383,3760,Rugvica,3760,1,Zagrebačka,1
62391,Svibovec,62391,4731,Varaždinske Toplice,4731,5,Varaždinska,5
62405,Svibovec Podravski,62405,4103,Sračinec,4103,5,Varaždinska,5
62413,Svilaj,62413,3034,Oprisavci,3034,12,Brodsko-posavska,12
62421,Svilna,62421,3344,Pleternica,3344,11,Požeško-slavonska,11
62430,Svinca,62430,2585,Marina,2585,17,Splitsko-dalmatinska,17
62448,Svinica,62448,5550,Majur,5550,3,Sisačko-moslavačka,3
62456,Svinica Krstinjska,62456,5037,Vojnić,5037,4,Karlovačka,4
62464,Svinišće,62464,3000,Omiš,3000,17,Splitsko-dalmatinska,17
62472,Svinjarec,62472,973,Dubrava,973,1,Zagrebačka,1
62499,Svinjarevci,62499,264,Bogdanovci,264,16,Vukovarsko-srijemska,16
62502,Svirče,62502,1716,Jelsa,1716,17,Splitsko-dalmatinska,17
62529,Svojić,62529,78,Barilovići,78,4,Karlovačka,4
62537,Svračica,62537,1210,Glina,1210,3,Sisačko-moslavačka,3
62545,Svračkovo Selo,62545,4677,Udbina,4677,9,Ličko-senjska,9
62553,Svrževo,62553,5339,Krašić,5339,1,Zagrebačka,1
62561,Šag,62561,4715,Valpovo,4715,14,Osječko-baranjska,14
62570,Šagovina Cernička,62570,469,Cernik,469,12,Brodsko-posavska,12
62588,Šagovina Mašićka,62588,2992,Okučani,2992,12,Brodsko-posavska,12
62596,Šagudovec,62596,1252,Gornja Stubica,1252,2,Krapinsko-zagorska,2
62600,Šajini,62600,60,Barban,60,18,Istarska,18
62618,Šakanlije,62618,1023,Dvor,1023,3,Sisačko-moslavačka,3
62626,Šalamunić,62626,4677,Udbina,4677,9,Ličko-senjska,9
62634,Šalamunovec,62634,4421,Sveti Petar Orehovec,4421,6,Koprivničko-križevačka,6
62642,Šalovec,62642,4294,Sveti Ivan Zelina,4294,1,Zagrebačka,1
62669,Šandorovec,62669,604,Čakovec,604,20,Međimurska,20
62677,Šandrovac,62677,5649,Šandrovac,5649,7,Bjelovarsko-bilogorska,7
62685,Šapjane,62685,2615,Matulji,2615,8,Primorsko-goranska,8
62693,Šaptinovci,62693,1066,Đurđenovac,1066,14,Osječko-baranjska,14
62707,Šarari,62707,4880,Vinodolska Općina,4880,8,Primorsko-goranska,8
62715,Šarengrad,62715,1546,Ilok,1546,16,Vukovarsko-srijemska,16
62723,Šarić Struga,62723,3352,Ploče,3352,19,Dubrovačko-neretvanska,19
62731,Šarići,62731,2542,Marčana,2542,18,Istarska,18
62740,Šartovac,62740,2208,Kutina,2208,3,Sisačko-moslavačka,3
62758,Šaš,62758,4260,Sunja,4260,3,Sisačko-moslavačka,3
62766,Šaša,62766,124,Bednja,124,5,Varaždinska,5
62774,Šaševa,62774,1210,Glina,1210,3,Sisačko-moslavačka,3
62782,Šaševo,62782,574,Čađavica,574,10,Virovitičko-podravska,10
62804,Šašinovec,62804,1333,Grad Zagreb,1333,22,Grad Zagreb,22
62812,Šatornja,62812,1210,Glina,1210,3,Sisačko-moslavačka,3
62839,Šćapovec,62839,1937,Kloštar Ivanić,1937,1,Zagrebačka,1
62847,Šćepanje,62847,1511,Breznički Hum,1511,5,Varaždinska,5
62855,Šćitarjevo,62855,5410,Velika Gorica,5410,1,Zagrebačka,1
62863,Šćrbinec,62863,5266,Zlatar,5266,2,Krapinsko-zagorska,2
62871,Šćulac,62871,78,Barilovići,78,4,Karlovačka,4
62880,Šćulci,62880,434,Buzet,434,18,Istarska,18
62898,Šebreki,62898,1791,Karlovac,1791,4,Karlovačka,4
62901,Šećerana,62901,132,Beli Manastir,132,14,Osječko-baranjska,14
62910,Šeganovac,62910,4553,Plitvička Jezera,4553,9,Ličko-senjska,9
62928,Šegestin,62928,1023,Dvor,1023,3,Sisačko-moslavačka,3
62944,Šegotići,62944,2542,Marčana,2542,18,Istarska,18
62952,Šeketino Brdo,62952,990,Duga Resa,990,4,Karlovačka,4
62979,Šelovec,62979,3565,Preseka,3565,1,Zagrebačka,1
62987,Šemovci,62987,4901,Virje,4901,6,Koprivničko-križevačka,6
62995,Šemovec,62995,4626,Trnovec Bartolovečki,4626,5,Varaždinska,5
63002,Šemovec Breški,63002,1589,Ivanić-Grad,1589,1,Zagrebačka,1
63029,Šenkovec,63029,345,Brdovec,345,1,Zagrebačka,1
63037,Šenkovec,63037,6084,Šenkovec,6084,20,Međimurska,20
63045,Šeovci,63045,3514,Požega,3514,11,Požeško-slavonska,11
63053,Šeovica,63053,2313,Lipik,2313,11,Požeško-slavonska,11
63061,Šepci Podstenski,63061,388,Brod Moravice,388,8,Primorsko-goranska,8
63070,Šeraje,63070,3484,Poreč,3484,18,Istarska,18
63088,Šestak Brdo,63088,5444,Pokupsko,5444,1,Zagrebačka,1
63096,Šestanovac,63096,4430,Šestanovac,4430,17,Splitsko-dalmatinska,17
63100,Ševalj,63100,698,Delnice,698,8,Primorsko-goranska,8
63118,Šibenik,63118,4448,Šibenik,4448,15,Šibensko-kninska,15
63126,Šibice,63126,5436,Zaprešić,5436,1,Zagrebačka,1
63134,Šibine,63134,1210,Glina,1210,3,Sisačko-moslavačka,3
63142,Šibovac,63142,3905,Sirač,3905,7,Bjelovarsko-bilogorska,7
63177,Šijanec,63177,4847,Vidovec,4847,5,Varaždinska,5
63185,Šije,63185,3697,Ravna Gora,3697,8,Primorsko-goranska,8
